Year,Articles,Country,Cancer
1999,0,Canada,Non-Hodgkin lymphoma
2000,0,Canada,Non-Hodgkin lymphoma
2001,0,Canada,Non-Hodgkin lymphoma
2005,0,Canada,Non-Hodgkin lymphoma
2008,0,Canada,Non-Hodgkin lymphoma
2021,0,Canada,Non-Hodgkin lymphoma
2022,0,Canada,Non-Hodgkin lymphoma
1986,0,Canada,Other cancer
1987,0,Canada,Other cancer
1988,0,Canada,Other cancer
1989,0,Canada,Other cancer
1990,0,Canada,Other cancer
1991,0,Canada,Other cancer
1992,0,Canada,Other cancer
1993,0,Canada,Other cancer
1994,0,Canada,Other cancer
1995,0,Canada,Other cancer
1996,0,Canada,Other cancer
1997,0,Canada,Other cancer
1998,0,Canada,Other cancer
1999,0,Canada,Other cancer
2000,0,Canada,Other cancer
2001,0,Canada,Other cancer
2002,0,Canada,Other cancer
2003,0,Canada,Other cancer
2004,0,Canada,Other cancer
2005,0,Canada,Other cancer
2006,0,Canada,Other cancer
2007,0,Canada,Other cancer
2008,0,Canada,Other cancer
2009,0,Canada,Other cancer
2010,0,Canada,Other cancer
2011,0,Canada,Other cancer
2012,0,Canada,Other cancer
2013,0,Canada,Other cancer
2014,0,Canada,Other cancer
2015,0,Canada,Other cancer
2016,0,Canada,Other cancer
2017,0,Canada,Other cancer
2018,0,Canada,Other cancer
2019,0,Canada,Other cancer
2020,0,Canada,Other cancer
2021,0,Canada,Other cancer
2022,0,Canada,Other cancer
2023,0,Canada,Other cancer
2024,0,Canada,Other cancer
2025,0,Canada,Other cancer
1987,1,Canada,Ovarian cancer
1988,1,Canada,Ovarian cancer
1991,2,Canada,Ovarian cancer
1992,3,Canada,Ovarian cancer
1994,3,Canada,Ovarian cancer
1995,3,Canada,Ovarian cancer
1996,2,Canada,Ovarian cancer
1997,2,Canada,Ovarian cancer
1998,3,Canada,Ovarian cancer
1999,1,Canada,Ovarian cancer
2000,2,Canada,Ovarian cancer
2003,1,Canada,Ovarian cancer
2004,3,Canada,Ovarian cancer
2005,1,Canada,Ovarian cancer
2006,3,Canada,Ovarian cancer
2007,2,Canada,Ovarian cancer
2008,2,Canada,Ovarian cancer
2009,2,Canada,Ovarian cancer
2010,5,Canada,Ovarian cancer
2011,2,Canada,Ovarian cancer
2012,2,Canada,Ovarian cancer
2013,2,Canada,Ovarian cancer
2014,3,Canada,Ovarian cancer
2015,3,Canada,Ovarian cancer
2016,3,Canada,Ovarian cancer
2017,2,Canada,Ovarian cancer
2018,1,Canada,Ovarian cancer
2019,1,Canada,Ovarian cancer
2020,3,Canada,Ovarian cancer
2021,2,Canada,Ovarian cancer
2022,3,Canada,Ovarian cancer
2023,3,Canada,Ovarian cancer
2024,1,Canada,Ovarian cancer
2025,1,Canada,Ovarian cancer
1986,0,Canada,Ovarian cancer
1989,0,Canada,Ovarian cancer
1990,0,Canada,Ovarian cancer
1993,0,Canada,Ovarian cancer
2001,0,Canada,Ovarian cancer
2002,0,Canada,Ovarian cancer
1992,1,Canada,Pancreatic cancer
1993,2,Canada,Pancreatic cancer
1994,2,Canada,Pancreatic cancer
1995,1,Canada,Pancreatic cancer
1997,1,Canada,Pancreatic cancer
1998,1,Canada,Pancreatic cancer
1999,1,Canada,Pancreatic cancer
2003,1,Canada,Pancreatic cancer
2005,2,Canada,Pancreatic cancer
2006,1,Canada,Pancreatic cancer
2007,3,Canada,Pancreatic cancer
2009,1,Canada,Pancreatic cancer
2010,1,Canada,Pancreatic cancer
2011,2,Canada,Pancreatic cancer
2012,4,Canada,Pancreatic cancer
2013,1,Canada,Pancreatic cancer
2014,3,Canada,Pancreatic cancer
2015,1,Canada,Pancreatic cancer
2016,3,Canada,Pancreatic cancer
2018,1,Canada,Pancreatic cancer
2021,2,Canada,Pancreatic cancer
2022,1,Canada,Pancreatic cancer
2023,3,Canada,Pancreatic cancer
2024,1,Canada,Pancreatic cancer
1986,0,Canada,Pancreatic cancer
1987,0,Canada,Pancreatic cancer
1988,0,Canada,Pancreatic cancer
1989,0,Canada,Pancreatic cancer
1990,0,Canada,Pancreatic cancer
1991,0,Canada,Pancreatic cancer
1996,0,Canada,Pancreatic cancer
2000,0,Canada,Pancreatic cancer
2001,0,Canada,Pancreatic cancer
2002,0,Canada,Pancreatic cancer
2004,0,Canada,Pancreatic cancer
2008,0,Canada,Pancreatic cancer
2017,0,Canada,Pancreatic cancer
2019,0,Canada,Pancreatic cancer
2020,0,Canada,Pancreatic cancer
2025,0,Canada,Pancreatic cancer
2001,1,Canada,Penile cancer
1986,0,Canada,Penile cancer
1987,0,Canada,Penile cancer
1988,0,Canada,Penile cancer
1989,0,Canada,Penile cancer
1990,0,Canada,Penile cancer
1991,0,Canada,Penile cancer
1992,0,Canada,Penile cancer
1993,0,Canada,Penile cancer
1994,0,Canada,Penile cancer
1995,0,Canada,Penile cancer
1996,0,Canada,Penile cancer
1997,0,Canada,Penile cancer
1998,0,Canada,Penile cancer
1999,0,Canada,Penile cancer
2000,0,Canada,Penile cancer
2002,0,Canada,Penile cancer
2003,0,Canada,Penile cancer
2004,0,Canada,Penile cancer
2005,0,Canada,Penile cancer
2006,0,Canada,Penile cancer
2007,0,Canada,Penile cancer
2008,0,Canada,Penile cancer
2009,0,Canada,Penile cancer
2010,0,Canada,Penile cancer
2011,0,Canada,Penile cancer
2012,0,Canada,Penile cancer
2013,0,Canada,Penile cancer
2014,0,Canada,Penile cancer
2015,0,Canada,Penile cancer
2016,0,Canada,Penile cancer
2017,0,Canada,Penile cancer
2018,0,Canada,Penile cancer
2019,0,Canada,Penile cancer
2020,0,Canada,Penile cancer
2021,0,Canada,Penile cancer
2022,0,Canada,Penile cancer
2023,0,Canada,Penile cancer
2024,0,Canada,Penile cancer
2025,0,Canada,Penile cancer
1988,3,Canada,Prostate cancer
1989,2,Canada,Prostate cancer
1990,1,Canada,Prostate cancer
1991,1,Canada,Prostate cancer
1993,4,Canada,Prostate cancer
1994,6,Canada,Prostate cancer
1995,8,Canada,Prostate cancer
1996,11,Canada,Prostate cancer
1997,4,Canada,Prostate cancer
1998,3,Canada,Prostate cancer
1999,11,Canada,Prostate cancer
2000,6,Canada,Prostate cancer
2001,6,Canada,Prostate cancer
2002,6,Canada,Prostate cancer
2003,9,Canada,Prostate cancer
2004,12,Canada,Prostate cancer
2005,15,Canada,Prostate cancer
2006,10,Canada,Prostate cancer
2007,17,Canada,Prostate cancer
2008,20,Canada,Prostate cancer
2009,11,Canada,Prostate cancer
2010,20,Canada,Prostate cancer
2011,13,Canada,Prostate cancer
2012,24,Canada,Prostate cancer
2013,22,Canada,Prostate cancer
2014,12,Canada,Prostate cancer
2015,17,Canada,Prostate cancer
2016,15,Canada,Prostate cancer
2017,13,Canada,Prostate cancer
2018,28,Canada,Prostate cancer
2019,21,Canada,Prostate cancer
2020,15,Canada,Prostate cancer
2021,29,Canada,Prostate cancer
2022,23,Canada,Prostate cancer
2023,21,Canada,Prostate cancer
2024,22,Canada,Prostate cancer
2025,19,Canada,Prostate cancer
1986,0,Canada,Prostate cancer
1987,0,Canada,Prostate cancer
1992,0,Canada,Prostate cancer
1989,1,Canada,Rectal cancer
1991,1,Canada,Rectal cancer
1993,1,Canada,Rectal cancer
1996,1,Canada,Rectal cancer
1997,1,Canada,Rectal cancer
1999,1,Canada,Rectal cancer
2000,1,Canada,Rectal cancer
2002,1,Canada,Rectal cancer
2004,1,Canada,Rectal cancer
2005,2,Canada,Rectal cancer
2006,2,Canada,Rectal cancer
2007,2,Canada,Rectal cancer
2008,1,Canada,Rectal cancer
2010,2,Canada,Rectal cancer
2011,1,Canada,Rectal cancer
2012,2,Canada,Rectal cancer
2013,4,Canada,Rectal cancer
2014,2,Canada,Rectal cancer
2015,1,Canada,Rectal cancer
2016,1,Canada,Rectal cancer
2018,2,Canada,Rectal cancer
2019,2,Canada,Rectal cancer
2020,2,Canada,Rectal cancer
2021,5,Canada,Rectal cancer
2023,4,Canada,Rectal cancer
2024,1,Canada,Rectal cancer
2025,1,Canada,Rectal cancer
1986,0,Canada,Rectal cancer
1987,0,Canada,Rectal cancer
1988,0,Canada,Rectal cancer
1990,0,Canada,Rectal cancer
1992,0,Canada,Rectal cancer
1994,0,Canada,Rectal cancer
1995,0,Canada,Rectal cancer
1998,0,Canada,Rectal cancer
2001,0,Canada,Rectal cancer
2003,0,Canada,Rectal cancer
2009,0,Canada,Rectal cancer
2017,0,Canada,Rectal cancer
2022,0,Canada,Rectal cancer
2010,1,Canada,Salivary gland cancer
1986,0,Canada,Salivary gland cancer
1987,0,Canada,Salivary gland cancer
1988,0,Canada,Salivary gland cancer
1989,0,Canada,Salivary gland cancer
1990,0,Canada,Salivary gland cancer
1991,0,Canada,Salivary gland cancer
1992,0,Canada,Salivary gland cancer
1993,0,Canada,Salivary gland cancer
1994,0,Canada,Salivary gland cancer
1995,0,Canada,Salivary gland cancer
1996,0,Canada,Salivary gland cancer
1997,0,Canada,Salivary gland cancer
1998,0,Canada,Salivary gland cancer
1999,0,Canada,Salivary gland cancer
2000,0,Canada,Salivary gland cancer
2001,0,Canada,Salivary gland cancer
2002,0,Canada,Salivary gland cancer
2003,0,Canada,Salivary gland cancer
2004,0,Canada,Salivary gland cancer
2005,0,Canada,Salivary gland cancer
2006,0,Canada,Salivary gland cancer
2007,0,Canada,Salivary gland cancer
2008,0,Canada,Salivary gland cancer
2009,0,Canada,Salivary gland cancer
2011,0,Canada,Salivary gland cancer
2012,0,Canada,Salivary gland cancer
2013,0,Canada,Salivary gland cancer
2014,0,Canada,Salivary gland cancer
2015,0,Canada,Salivary gland cancer
2016,0,Canada,Salivary gland cancer
2017,0,Canada,Salivary gland cancer
2018,0,Canada,Salivary gland cancer
2019,0,Canada,Salivary gland cancer
2020,0,Canada,Salivary gland cancer
2021,0,Canada,Salivary gland cancer
2022,0,Canada,Salivary gland cancer
2023,0,Canada,Salivary gland cancer
2024,0,Canada,Salivary gland cancer
2025,0,Canada,Salivary gland cancer
1990,1,Canada,Skin cancer
1991,1,Canada,Skin cancer
1992,2,Canada,Skin cancer
1993,3,Canada,Skin cancer
1994,3,Canada,Skin cancer
1995,1,Canada,Skin cancer
1996,2,Canada,Skin cancer
1997,1,Canada,Skin cancer
1998,2,Canada,Skin cancer
1999,2,Canada,Skin cancer
2000,1,Canada,Skin cancer
2002,4,Canada,Skin cancer
2004,2,Canada,Skin cancer
2005,3,Canada,Skin cancer
2006,2,Canada,Skin cancer
2007,5,Canada,Skin cancer
2008,1,Canada,Skin cancer
2010,1,Canada,Skin cancer
2011,1,Canada,Skin cancer
2012,5,Canada,Skin cancer
2013,2,Canada,Skin cancer
2014,2,Canada,Skin cancer
2015,2,Canada,Skin cancer
2016,2,Canada,Skin cancer
2017,1,Canada,Skin cancer
2018,2,Canada,Skin cancer
2019,2,Canada,Skin cancer
2020,4,Canada,Skin cancer
2021,5,Canada,Skin cancer
2022,2,Canada,Skin cancer
2023,2,Canada,Skin cancer
2024,1,Canada,Skin cancer
2025,1,Canada,Skin cancer
1986,0,Canada,Skin cancer
1987,0,Canada,Skin cancer
1988,0,Canada,Skin cancer
1989,0,Canada,Skin cancer
2001,0,Canada,Skin cancer
2003,0,Canada,Skin cancer
2009,0,Canada,Skin cancer
2016,1,Canada,Stomach cancer
2012,1,Canada,Stomach cancer
1989,1,Canada,Stomach cancer
1986,0,Canada,Stomach cancer
1987,0,Canada,Stomach cancer
1988,0,Canada,Stomach cancer
1990,0,Canada,Stomach cancer
1991,0,Canada,Stomach cancer
1992,0,Canada,Stomach cancer
1993,0,Canada,Stomach cancer
1994,0,Canada,Stomach cancer
1995,0,Canada,Stomach cancer
1996,0,Canada,Stomach cancer
1997,0,Canada,Stomach cancer
1998,0,Canada,Stomach cancer
1999,0,Canada,Stomach cancer
2000,0,Canada,Stomach cancer
2001,0,Canada,Stomach cancer
2002,0,Canada,Stomach cancer
2003,0,Canada,Stomach cancer
2004,0,Canada,Stomach cancer
2005,0,Canada,Stomach cancer
2006,0,Canada,Stomach cancer
2007,0,Canada,Stomach cancer
2008,0,Canada,Stomach cancer
2009,0,Canada,Stomach cancer
2010,0,Canada,Stomach cancer
2011,0,Canada,Stomach cancer
2013,0,Canada,Stomach cancer
2014,0,Canada,Stomach cancer
2015,0,Canada,Stomach cancer
2017,0,Canada,Stomach cancer
2018,0,Canada,Stomach cancer
2019,0,Canada,Stomach cancer
2020,0,Canada,Stomach cancer
2021,0,Canada,Stomach cancer
2022,0,Canada,Stomach cancer
2023,0,Canada,Stomach cancer
2024,0,Canada,Stomach cancer
2025,0,Canada,Stomach cancer
2016,1,Canada,Testicular cancer
2017,1,Canada,Testicular cancer
2018,1,Canada,Testicular cancer
1991,1,Canada,Testicular cancer
1997,1,Canada,Testicular cancer
1998,1,Canada,Testicular cancer
2010,1,Canada,Testicular cancer
2011,1,Canada,Testicular cancer
1986,0,Canada,Testicular cancer
1987,0,Canada,Testicular cancer
1988,0,Canada,Testicular cancer
1989,0,Canada,Testicular cancer
1990,0,Canada,Testicular cancer
1992,0,Canada,Testicular cancer
1993,0,Canada,Testicular cancer
1994,0,Canada,Testicular cancer
1995,0,Canada,Testicular cancer
1996,0,Canada,Testicular cancer
1999,0,Canada,Testicular cancer
2000,0,Canada,Testicular cancer
2001,0,Canada,Testicular cancer
2002,0,Canada,Testicular cancer
2003,0,Canada,Testicular cancer
2004,0,Canada,Testicular cancer
2005,0,Canada,Testicular cancer
2006,0,Canada,Testicular cancer
2007,0,Canada,Testicular cancer
2008,0,Canada,Testicular cancer
2009,0,Canada,Testicular cancer
2012,0,Canada,Testicular cancer
2013,0,Canada,Testicular cancer
2014,0,Canada,Testicular cancer
2015,0,Canada,Testicular cancer
2019,0,Canada,Testicular cancer
2020,0,Canada,Testicular cancer
2021,0,Canada,Testicular cancer
2022,0,Canada,Testicular cancer
2023,0,Canada,Testicular cancer
2024,0,Canada,Testicular cancer
2025,0,Canada,Testicular cancer
1986,0,Canada,Throat cancer
1987,0,Canada,Throat cancer
1988,0,Canada,Throat cancer
1989,0,Canada,Throat cancer
1990,0,Canada,Throat cancer
1991,0,Canada,Throat cancer
1992,0,Canada,Throat cancer
1993,0,Canada,Throat cancer
1994,0,Canada,Throat cancer
1995,0,Canada,Throat cancer
1996,0,Canada,Throat cancer
1997,0,Canada,Throat cancer
1998,0,Canada,Throat cancer
1999,0,Canada,Throat cancer
2000,0,Canada,Throat cancer
2001,0,Canada,Throat cancer
2002,0,Canada,Throat cancer
2003,0,Canada,Throat cancer
2004,0,Canada,Throat cancer
2005,0,Canada,Throat cancer
2006,0,Canada,Throat cancer
2007,0,Canada,Throat cancer
2008,0,Canada,Throat cancer
2009,0,Canada,Throat cancer
2010,0,Canada,Throat cancer
2011,0,Canada,Throat cancer
2012,0,Canada,Throat cancer
2013,0,Canada,Throat cancer
2014,0,Canada,Throat cancer
2015,0,Canada,Throat cancer
2016,0,Canada,Throat cancer
2017,0,Canada,Throat cancer
2018,0,Canada,Throat cancer
2019,0,Canada,Throat cancer
2020,0,Canada,Throat cancer
2021,0,Canada,Throat cancer
2022,0,Canada,Throat cancer
2023,0,Canada,Throat cancer
2024,0,Canada,Throat cancer
2025,0,Canada,Throat cancer
2021,1,Canada,Thyroid cancer
2022,1,Canada,Thyroid cancer
1996,1,Canada,Thyroid cancer
2000,1,Canada,Thyroid cancer
2007,1,Canada,Thyroid cancer
2010,1,Canada,Thyroid cancer
2011,1,Canada,Thyroid cancer
2012,2,Canada,Thyroid cancer
2015,3,Canada,Thyroid cancer
1986,0,Canada,Thyroid cancer
1987,0,Canada,Thyroid cancer
1988,0,Canada,Thyroid cancer
1989,0,Canada,Thyroid cancer
1990,0,Canada,Thyroid cancer
1991,0,Canada,Thyroid cancer
1992,0,Canada,Thyroid cancer
1993,0,Canada,Thyroid cancer
1994,0,Canada,Thyroid cancer
1995,0,Canada,Thyroid cancer
1997,0,Canada,Thyroid cancer
1998,0,Canada,Thyroid cancer
1999,0,Canada,Thyroid cancer
2001,0,Canada,Thyroid cancer
2002,0,Canada,Thyroid cancer
2003,0,Canada,Thyroid cancer
2004,0,Canada,Thyroid cancer
2005,0,Canada,Thyroid cancer
2006,0,Canada,Thyroid cancer
2008,0,Canada,Thyroid cancer
2009,0,Canada,Thyroid cancer
2013,0,Canada,Thyroid cancer
2014,0,Canada,Thyroid cancer
2016,0,Canada,Thyroid cancer
2017,0,Canada,Thyroid cancer
2018,0,Canada,Thyroid cancer
2019,0,Canada,Thyroid cancer
2020,0,Canada,Thyroid cancer
2023,0,Canada,Thyroid cancer
2024,0,Canada,Thyroid cancer
2025,0,Canada,Thyroid cancer
1986,0,Canada,Undetermined cancer
1987,0,Canada,Undetermined cancer
1988,0,Canada,Undetermined cancer
1989,0,Canada,Undetermined cancer
1990,0,Canada,Undetermined cancer
1991,0,Canada,Undetermined cancer
1992,0,Canada,Undetermined cancer
1993,0,Canada,Undetermined cancer
1994,0,Canada,Undetermined cancer
1995,0,Canada,Undetermined cancer
1996,0,Canada,Undetermined cancer
1997,0,Canada,Undetermined cancer
1998,0,Canada,Undetermined cancer
1999,0,Canada,Undetermined cancer
2000,0,Canada,Undetermined cancer
2001,0,Canada,Undetermined cancer
2002,0,Canada,Undetermined cancer
2003,0,Canada,Undetermined cancer
2004,0,Canada,Undetermined cancer
2005,0,Canada,Undetermined cancer
2006,0,Canada,Undetermined cancer
2007,0,Canada,Undetermined cancer
2008,0,Canada,Undetermined cancer
2009,0,Canada,Undetermined cancer
2010,0,Canada,Undetermined cancer
2011,0,Canada,Undetermined cancer
2012,0,Canada,Undetermined cancer
2013,0,Canada,Undetermined cancer
2014,0,Canada,Undetermined cancer
2015,0,Canada,Undetermined cancer
2016,0,Canada,Undetermined cancer
2017,0,Canada,Undetermined cancer
2018,0,Canada,Undetermined cancer
2019,0,Canada,Undetermined cancer
2020,0,Canada,Undetermined cancer
2021,0,Canada,Undetermined cancer
2022,0,Canada,Undetermined cancer
2023,0,Canada,Undetermined cancer
2024,0,Canada,Undetermined cancer
2025,0,Canada,Undetermined cancer
1987,1,Canada,Uterine cancer
1988,1,Canada,Uterine cancer
1997,1,Canada,Uterine cancer
1998,1,Canada,Uterine cancer
2001,1,Canada,Uterine cancer
2003,2,Canada,Uterine cancer
2004,1,Canada,Uterine cancer
2006,1,Canada,Uterine cancer
2008,1,Canada,Uterine cancer
2009,1,Canada,Uterine cancer
2010,1,Canada,Uterine cancer
2011,2,Canada,Uterine cancer
2012,3,Canada,Uterine cancer
2013,1,Canada,Uterine cancer
2014,5,Canada,Uterine cancer
2016,1,Canada,Uterine cancer
2017,1,Canada,Uterine cancer
2018,1,Canada,Uterine cancer
2019,2,Canada,Uterine cancer
2020,1,Canada,Uterine cancer
2021,1,Canada,Uterine cancer
2022,1,Canada,Uterine cancer
2023,1,Canada,Uterine cancer
2024,1,Canada,Uterine cancer
1986,0,Canada,Uterine cancer
1989,0,Canada,Uterine cancer
1990,0,Canada,Uterine cancer
1991,0,Canada,Uterine cancer
1992,0,Canada,Uterine cancer
1993,0,Canada,Uterine cancer
1994,0,Canada,Uterine cancer
1995,0,Canada,Uterine cancer
1996,0,Canada,Uterine cancer
1999,0,Canada,Uterine cancer
2000,0,Canada,Uterine cancer
2002,0,Canada,Uterine cancer
2005,0,Canada,Uterine cancer
2007,0,Canada,Uterine cancer
2015,0,Canada,Uterine cancer
2025,0,Canada,Uterine cancer
1986,0,Canada,Vaginal cancer
1987,0,Canada,Vaginal cancer
1988,0,Canada,Vaginal cancer
1989,0,Canada,Vaginal cancer
1990,0,Canada,Vaginal cancer
1991,0,Canada,Vaginal cancer
1992,0,Canada,Vaginal cancer
1993,0,Canada,Vaginal cancer
1994,0,Canada,Vaginal cancer
1995,0,Canada,Vaginal cancer
1996,0,Canada,Vaginal cancer
1997,0,Canada,Vaginal cancer
1998,0,Canada,Vaginal cancer
1999,0,Canada,Vaginal cancer
2000,0,Canada,Vaginal cancer
2001,0,Canada,Vaginal cancer
2002,0,Canada,Vaginal cancer
2003,0,Canada,Vaginal cancer
2004,0,Canada,Vaginal cancer
2005,0,Canada,Vaginal cancer
2006,0,Canada,Vaginal cancer
2007,0,Canada,Vaginal cancer
2008,0,Canada,Vaginal cancer
2009,0,Canada,Vaginal cancer
2010,0,Canada,Vaginal cancer
2011,0,Canada,Vaginal cancer
2012,0,Canada,Vaginal cancer
2013,0,Canada,Vaginal cancer
2014,0,Canada,Vaginal cancer
2015,0,Canada,Vaginal cancer
2016,0,Canada,Vaginal cancer
2017,0,Canada,Vaginal cancer
2018,0,Canada,Vaginal cancer
2019,0,Canada,Vaginal cancer
2020,0,Canada,Vaginal cancer
2021,0,Canada,Vaginal cancer
2022,0,Canada,Vaginal cancer
2023,0,Canada,Vaginal cancer
2024,0,Canada,Vaginal cancer
2025,0,Canada,Vaginal cancer
1986,0,Canada,Vulvar cancer
1987,0,Canada,Vulvar cancer
1988,0,Canada,Vulvar cancer
1989,0,Canada,Vulvar cancer
1990,0,Canada,Vulvar cancer
1991,0,Canada,Vulvar cancer
1992,0,Canada,Vulvar cancer
1993,0,Canada,Vulvar cancer
1994,0,Canada,Vulvar cancer
1995,0,Canada,Vulvar cancer
1996,0,Canada,Vulvar cancer
1997,0,Canada,Vulvar cancer
1998,0,Canada,Vulvar cancer
1999,0,Canada,Vulvar cancer
2000,0,Canada,Vulvar cancer
2001,0,Canada,Vulvar cancer
2002,0,Canada,Vulvar cancer
2003,0,Canada,Vulvar cancer
2004,0,Canada,Vulvar cancer
2005,0,Canada,Vulvar cancer
2006,0,Canada,Vulvar cancer
2007,0,Canada,Vulvar cancer
2008,0,Canada,Vulvar cancer
2009,0,Canada,Vulvar cancer
2010,0,Canada,Vulvar cancer
2011,0,Canada,Vulvar cancer
2012,0,Canada,Vulvar cancer
2013,0,Canada,Vulvar cancer
2014,0,Canada,Vulvar cancer
2015,0,Canada,Vulvar cancer
2016,0,Canada,Vulvar cancer
2017,0,Canada,Vulvar cancer
2018,0,Canada,Vulvar cancer
2019,0,Canada,Vulvar cancer
2020,0,Canada,Vulvar cancer
2021,0,Canada,Vulvar cancer
2022,0,Canada,Vulvar cancer
2023,0,Canada,Vulvar cancer
2024,0,Canada,Vulvar cancer
2025,0,Canada,Vulvar cancer
1986,0,Eritrea,Anal cancer
1987,0,Eritrea,Anal cancer
1988,0,Eritrea,Anal cancer
1989,0,Eritrea,Anal cancer
1990,0,Eritrea,Anal cancer
1991,0,Eritrea,Anal cancer
1992,0,Eritrea,Anal cancer
1993,0,Eritrea,Anal cancer
1994,0,Eritrea,Anal cancer
1995,0,Eritrea,Anal cancer
1996,0,Eritrea,Anal cancer
1997,0,Eritrea,Anal cancer
1998,0,Eritrea,Anal cancer
1999,0,Eritrea,Anal cancer
2000,0,Eritrea,Anal cancer
2001,0,Eritrea,Anal cancer
2002,0,Eritrea,Anal cancer
2003,0,Eritrea,Anal cancer
2004,0,Eritrea,Anal cancer
2005,0,Eritrea,Anal cancer
2006,0,Eritrea,Anal cancer
2007,0,Eritrea,Anal cancer
2008,0,Eritrea,Anal cancer
2009,0,Eritrea,Anal cancer
2010,0,Eritrea,Anal cancer
2011,0,Eritrea,Anal cancer
2012,0,Eritrea,Anal cancer
2013,0,Eritrea,Anal cancer
2014,0,Eritrea,Anal cancer
2015,0,Eritrea,Anal cancer
2016,0,Eritrea,Anal cancer
2017,0,Eritrea,Anal cancer
2018,0,Eritrea,Anal cancer
2019,0,Eritrea,Anal cancer
2020,0,Eritrea,Anal cancer
2021,0,Eritrea,Anal cancer
2022,0,Eritrea,Anal cancer
2023,0,Eritrea,Anal cancer
2024,0,Eritrea,Anal cancer
2025,0,Eritrea,Anal cancer
1986,0,Eritrea,Bladder cancer
1987,0,Eritrea,Bladder cancer
1988,0,Eritrea,Bladder cancer
1989,0,Eritrea,Bladder cancer
1990,0,Eritrea,Bladder cancer
1991,0,Eritrea,Bladder cancer
1992,0,Eritrea,Bladder cancer
1993,0,Eritrea,Bladder cancer
1994,0,Eritrea,Bladder cancer
1995,0,Eritrea,Bladder cancer
1996,0,Eritrea,Bladder cancer
1997,0,Eritrea,Bladder cancer
1998,0,Eritrea,Bladder cancer
1999,0,Eritrea,Bladder cancer
2000,0,Eritrea,Bladder cancer
2001,0,Eritrea,Bladder cancer
2002,0,Eritrea,Bladder cancer
2003,0,Eritrea,Bladder cancer
2004,0,Eritrea,Bladder cancer
2005,0,Eritrea,Bladder cancer
2006,0,Eritrea,Bladder cancer
2007,0,Eritrea,Bladder cancer
2008,0,Eritrea,Bladder cancer
2009,0,Eritrea,Bladder cancer
2010,0,Eritrea,Bladder cancer
2011,0,Eritrea,Bladder cancer
2012,0,Eritrea,Bladder cancer
2013,0,Eritrea,Bladder cancer
2014,0,Eritrea,Bladder cancer
2015,0,Eritrea,Bladder cancer
2016,0,Eritrea,Bladder cancer
2017,0,Eritrea,Bladder cancer
2018,0,Eritrea,Bladder cancer
2019,0,Eritrea,Bladder cancer
2020,0,Eritrea,Bladder cancer
2021,0,Eritrea,Bladder cancer
2022,0,Eritrea,Bladder cancer
2023,0,Eritrea,Bladder cancer
2024,0,Eritrea,Bladder cancer
2025,0,Eritrea,Bladder cancer
1986,0,Eritrea,Brain cancer
1987,0,Eritrea,Brain cancer
1988,0,Eritrea,Brain cancer
1989,0,Eritrea,Brain cancer
1990,0,Eritrea,Brain cancer
1991,0,Eritrea,Brain cancer
1992,0,Eritrea,Brain cancer
1993,0,Eritrea,Brain cancer
1994,0,Eritrea,Brain cancer
1995,0,Eritrea,Brain cancer
1996,0,Eritrea,Brain cancer
1997,0,Eritrea,Brain cancer
1998,0,Eritrea,Brain cancer
1999,0,Eritrea,Brain cancer
2000,0,Eritrea,Brain cancer
2001,0,Eritrea,Brain cancer
2002,0,Eritrea,Brain cancer
2003,0,Eritrea,Brain cancer
2004,0,Eritrea,Brain cancer
