Cancer,Articles,Country
Lung cancer,10,India
Mesothelioma,0,India
Mouth cancer,0,India
Multiple myeloma,15,India
Non-Hodgkin lymphoma,13,India
Other cancer,0,India
Ovarian cancer,16,India
Pancreatic cancer,3,India
Penile cancer,2,India
Prostate cancer,22,India
Rectal cancer,11,India
Salivary gland cancer,0,India
Skin cancer,4,India
Stomach cancer,2,India
Testicular cancer,0,India
Throat cancer,0,India
Thyroid cancer,7,India
Undetermined cancer,0,India
Uterine cancer,2,India
Vaginal cancer,0,India
Vulvar cancer,0,India
Anal cancer,0,Laos
Bladder cancer,0,Laos
Brain cancer,0,Laos
Breast cancer,0,Laos
Cervical cancer,0,Laos
Colon cancer,0,Laos
Colorectal cancer,0,Laos
Esophageal cancer,0,Laos
Gallbladder cancer,0,Laos
Hodgkin lymphoma,0,Laos
Kaposi sarcoma,0,Laos
Kidney cancer,0,Laos
Laryngeal cancer,0,Laos
Leukemia,0,Laos
Liver cancer,0,Laos
Lung cancer,0,Laos
Mesothelioma,0,Laos
Mouth cancer,0,Laos
Multiple myeloma,0,Laos
Non-Hodgkin lymphoma,0,Laos
Other cancer,0,Laos
Ovarian cancer,0,Laos
Pancreatic cancer,0,Laos
Penile cancer,0,Laos
Prostate cancer,0,Laos
Rectal cancer,0,Laos
Salivary gland cancer,0,Laos
Skin cancer,0,Laos
Stomach cancer,0,Laos
Testicular cancer,0,Laos
Throat cancer,0,Laos
Thyroid cancer,0,Laos
Undetermined cancer,0,Laos
Uterine cancer,0,Laos
Vaginal cancer,0,Laos
Vulvar cancer,0,Laos
Anal cancer,0,Sao Tome and Principe
Bladder cancer,0,Sao Tome and Principe
Brain cancer,0,Sao Tome and Principe
Breast cancer,0,Sao Tome and Principe
Cervical cancer,0,Sao Tome and Principe
Colon cancer,0,Sao Tome and Principe
Colorectal cancer,0,Sao Tome and Principe
Esophageal cancer,0,Sao Tome and Principe
Gallbladder cancer,0,Sao Tome and Principe
Hodgkin lymphoma,0,Sao Tome and Principe
Kaposi sarcoma,0,Sao Tome and Principe
Kidney cancer,0,Sao Tome and Principe
Laryngeal cancer,0,Sao Tome and Principe
Leukemia,0,Sao Tome and Principe
Liver cancer,0,Sao Tome and Principe
Lung cancer,0,Sao Tome and Principe
Mesothelioma,0,Sao Tome and Principe
Mouth cancer,0,Sao Tome and Principe
Multiple myeloma,0,Sao Tome and Principe
Non-Hodgkin lymphoma,0,Sao Tome and Principe
Other cancer,0,Sao Tome and Principe
Ovarian cancer,0,Sao Tome and Principe
Pancreatic cancer,0,Sao Tome and Principe
Penile cancer,0,Sao Tome and Principe
Prostate cancer,0,Sao Tome and Principe
Rectal cancer,0,Sao Tome and Principe
Salivary gland cancer,0,Sao Tome and Principe
Skin cancer,0,Sao Tome and Principe
Stomach cancer,0,Sao Tome and Principe
Testicular cancer,0,Sao Tome and Principe
Throat cancer,0,Sao Tome and Principe
Thyroid cancer,0,Sao Tome and Principe
Undetermined cancer,0,Sao Tome and Principe
Uterine cancer,0,Sao Tome and Principe
Vaginal cancer,0,Sao Tome and Principe
Vulvar cancer,0,Sao Tome and Principe
Anal cancer,0,French Polynesia
Bladder cancer,0,French Polynesia
Brain cancer,0,French Polynesia
Breast cancer,0,French Polynesia
Cervical cancer,0,French Polynesia
Colon cancer,0,French Polynesia
Colorectal cancer,0,French Polynesia
Esophageal cancer,0,French Polynesia
Gallbladder cancer,0,French Polynesia
Hodgkin lymphoma,0,French Polynesia
Kaposi sarcoma,0,French Polynesia
Kidney cancer,0,French Polynesia
Laryngeal cancer,0,French Polynesia
Leukemia,0,French Polynesia
Liver cancer,0,French Polynesia
Lung cancer,0,French Polynesia
Mesothelioma,0,French Polynesia
Mouth cancer,0,French Polynesia
Multiple myeloma,0,French Polynesia
Non-Hodgkin lymphoma,0,French Polynesia
Other cancer,0,French Polynesia
Ovarian cancer,0,French Polynesia
Pancreatic cancer,0,French Polynesia
Penile cancer,0,French Polynesia
Prostate cancer,0,French Polynesia
Rectal cancer,0,French Polynesia
Salivary gland cancer,0,French Polynesia
Skin cancer,0,French Polynesia
Stomach cancer,0,French Polynesia
Testicular cancer,0,French Polynesia
Throat cancer,0,French Polynesia
Thyroid cancer,0,French Polynesia
Undetermined cancer,0,French Polynesia
Uterine cancer,0,French Polynesia
Vaginal cancer,0,French Polynesia
Vulvar cancer,0,French Polynesia
Anal cancer,0,Gambia
Bladder cancer,0,Gambia
Brain cancer,1,Gambia
Breast cancer,1,Gambia
Cervical cancer,0,Gambia
Colon cancer,0,Gambia
Colorectal cancer,0,Gambia
Esophageal cancer,0,Gambia
Gallbladder cancer,0,Gambia
Hodgkin lymphoma,1,Gambia
Kaposi sarcoma,0,Gambia
Kidney cancer,0,Gambia
Laryngeal cancer,0,Gambia
Leukemia,0,Gambia
Liver cancer,4,Gambia
Lung cancer,4,Gambia
Mesothelioma,0,Gambia
Mouth cancer,0,Gambia
Multiple myeloma,0,Gambia
Non-Hodgkin lymphoma,1,Gambia
Other cancer,0,Gambia
Ovarian cancer,0,Gambia
Pancreatic cancer,0,Gambia
Penile cancer,0,Gambia
Prostate cancer,0,Gambia
Rectal cancer,0,Gambia
Salivary gland cancer,0,Gambia
Skin cancer,0,Gambia
Stomach cancer,0,Gambia
Testicular cancer,0,Gambia
Throat cancer,0,Gambia
Thyroid cancer,0,Gambia
Undetermined cancer,0,Gambia
Uterine cancer,0,Gambia
Vaginal cancer,0,Gambia
Vulvar cancer,0,Gambia
Anal cancer,0,Haiti
Bladder cancer,0,Haiti
Brain cancer,0,Haiti
Breast cancer,0,Haiti
Cervical cancer,0,Haiti
Colon cancer,0,Haiti
Colorectal cancer,0,Haiti
Esophageal cancer,0,Haiti
Gallbladder cancer,0,Haiti
Hodgkin lymphoma,0,Haiti
Kaposi sarcoma,0,Haiti
Kidney cancer,0,Haiti
Laryngeal cancer,0,Haiti
Leukemia,0,Haiti
Liver cancer,0,Haiti
Lung cancer,0,Haiti
Mesothelioma,0,Haiti
Mouth cancer,0,Haiti
Multiple myeloma,0,Haiti
Non-Hodgkin lymphoma,0,Haiti
Other cancer,0,Haiti
Ovarian cancer,0,Haiti
Pancreatic cancer,0,Haiti
Penile cancer,0,Haiti
Prostate cancer,0,Haiti
Rectal cancer,0,Haiti
Salivary gland cancer,0,Haiti
Skin cancer,0,Haiti
Stomach cancer,0,Haiti
Testicular cancer,0,Haiti
Throat cancer,0,Haiti
Thyroid cancer,0,Haiti
Undetermined cancer,0,Haiti
Uterine cancer,0,Haiti
Vaginal cancer,0,Haiti
Vulvar cancer,0,Haiti
Anal cancer,1,Iran
Bladder cancer,5,Iran
Brain cancer,5,Iran
Breast cancer,188,Iran
Cervical cancer,21,Iran
Colon cancer,7,Iran
Colorectal cancer,25,Iran
Esophageal cancer,7,Iran
Gallbladder cancer,0,Iran
Hodgkin lymphoma,1,Iran
Kaposi sarcoma,0,Iran
Kidney cancer,1,Iran
Laryngeal cancer,1,Iran
Leukemia,55,Iran
Liver cancer,2,Iran
Lung cancer,2,Iran
Mesothelioma,0,Iran
Mouth cancer,2,Iran
Multiple myeloma,7,Iran
Non-Hodgkin lymphoma,0,Iran
Other cancer,0,Iran
Ovarian cancer,2,Iran
Pancreatic cancer,1,Iran
Penile cancer,0,Iran
Prostate cancer,19,Iran
Rectal cancer,17,Iran
Salivary gland cancer,0,Iran
Skin cancer,11,Iran
Stomach cancer,7,Iran
Testicular cancer,0,Iran
Throat cancer,0,Iran
Thyroid cancer,9,Iran
Undetermined cancer,0,Iran
Uterine cancer,4,Iran
Vaginal cancer,0,Iran
Vulvar cancer,0,Iran
Anal cancer,0,Senegal
Bladder cancer,0,Senegal
Brain cancer,0,Senegal
Breast cancer,0,Senegal
Cervical cancer,1,Senegal
Colon cancer,0,Senegal
Colorectal cancer,0,Senegal
Esophageal cancer,0,Senegal
Gallbladder cancer,0,Senegal
Hodgkin lymphoma,0,Senegal
Kaposi sarcoma,0,Senegal
Kidney cancer,0,Senegal
Laryngeal cancer,0,Senegal
Leukemia,0,Senegal
Liver cancer,0,Senegal
Lung cancer,0,Senegal
Mesothelioma,0,Senegal
Mouth cancer,0,Senegal
Multiple myeloma,0,Senegal
Non-Hodgkin lymphoma,0,Senegal
Other cancer,0,Senegal
Ovarian cancer,0,Senegal
Pancreatic cancer,0,Senegal
Penile cancer,0,Senegal
Prostate cancer,0,Senegal
Rectal cancer,0,Senegal
Salivary gland cancer,0,Senegal
Skin cancer,0,Senegal
Stomach cancer,0,Senegal
Testicular cancer,0,Senegal
Throat cancer,0,Senegal
Thyroid cancer,0,Senegal
Undetermined cancer,0,Senegal
Uterine cancer,0,Senegal
Vaginal cancer,0,Senegal
Vulvar cancer,0,Senegal
Anal cancer,3,Australia
Bladder cancer,21,Australia
Brain cancer,44,Australia
Breast cancer,365,Australia
Cervical cancer,29,Australia
Colon cancer,27,Australia
Colorectal cancer,193,Australia
Esophageal cancer,9,Australia
Gallbladder cancer,0,Australia
Hodgkin lymphoma,27,Australia
Kaposi sarcoma,0,Australia
Kidney cancer,27,Australia
Laryngeal cancer,0,Australia
Leukemia,181,Australia
Liver cancer,15,Australia
Lung cancer,15,Australia
Mesothelioma,32,Australia
Mouth cancer,0,Australia
Multiple myeloma,56,Australia
Non-Hodgkin lymphoma,50,Australia
Other cancer,0,Australia
Ovarian cancer,72,Australia
Pancreatic cancer,30,Australia
Penile cancer,0,Australia
Prostate cancer,285,Australia
Rectal cancer,39,Australia
Salivary gland cancer,1,Australia
Skin cancer,330,Australia
Stomach cancer,7,Australia
Testicular cancer,2,Australia
Throat cancer,0,Australia
Thyroid cancer,3,Australia
Undetermined cancer,0,Australia
Uterine cancer,30,Australia
Vaginal cancer,0,Australia
Vulvar cancer,1,Australia
Anal cancer,0,Costa Rica
Bladder cancer,0,Costa Rica
Brain cancer,0,Costa Rica
Breast cancer,0,Costa Rica
Cervical cancer,3,Costa Rica
Colon cancer,1,Costa Rica
Colorectal cancer,0,Costa Rica
Esophageal cancer,0,Costa Rica
Gallbladder cancer,0,Costa Rica
Hodgkin lymphoma,0,Costa Rica
Kaposi sarcoma,0,Costa Rica
Kidney cancer,0,Costa Rica
Laryngeal cancer,0,Costa Rica
Leukemia,0,Costa Rica
Liver cancer,0,Costa Rica
Lung cancer,0,Costa Rica
Mesothelioma,0,Costa Rica
Mouth cancer,0,Costa Rica
Multiple myeloma,0,Costa Rica
Non-Hodgkin lymphoma,0,Costa Rica
Other cancer,0,Costa Rica
Ovarian cancer,0,Costa Rica
Pancreatic cancer,0,Costa Rica
Penile cancer,0,Costa Rica
Prostate cancer,0,Costa Rica
Rectal cancer,0,Costa Rica
Salivary gland cancer,0,Costa Rica
Skin cancer,0,Costa Rica
Stomach cancer,1,Costa Rica
Testicular cancer,0,Costa Rica
Throat cancer,0,Costa Rica
Thyroid cancer,0,Costa Rica
Undetermined cancer,0,Costa Rica
Uterine cancer,0,Costa Rica
Vaginal cancer,0,Costa Rica
Vulvar cancer,0,Costa Rica
Anal cancer,0,Tanzania
Bladder cancer,0,Tanzania
Brain cancer,0,Tanzania
Breast cancer,1,Tanzania
Cervical cancer,1,Tanzania
Colon cancer,0,Tanzania
Colorectal cancer,0,Tanzania
Esophageal cancer,0,Tanzania
Gallbladder cancer,0,Tanzania
Hodgkin lymphoma,0,Tanzania
Kaposi sarcoma,1,Tanzania
Kidney cancer,0,Tanzania
Laryngeal cancer,0,Tanzania
Leukemia,0,Tanzania
Liver cancer,0,Tanzania
Lung cancer,0,Tanzania
Mesothelioma,0,Tanzania
Mouth cancer,0,Tanzania
Multiple myeloma,0,Tanzania
Non-Hodgkin lymphoma,0,Tanzania
Other cancer,0,Tanzania
Ovarian cancer,0,Tanzania
Pancreatic cancer,0,Tanzania
Penile cancer,0,Tanzania
Prostate cancer,0,Tanzania
Rectal cancer,0,Tanzania
Salivary gland cancer,0,Tanzania
Skin cancer,0,Tanzania
Stomach cancer,0,Tanzania
Testicular cancer,1,Tanzania
Throat cancer,0,Tanzania
Thyroid cancer,0,Tanzania
Undetermined cancer,0,Tanzania
Uterine cancer,0,Tanzania
Vaginal cancer,0,Tanzania
Vulvar cancer,0,Tanzania
Anal cancer,0,Nicaragua
Bladder cancer,0,Nicaragua
Brain cancer,0,Nicaragua
Breast cancer,0,Nicaragua
Cervical cancer,0,Nicaragua
Colon cancer,0,Nicaragua
Colorectal cancer,0,Nicaragua
Esophageal cancer,0,Nicaragua
Gallbladder cancer,0,Nicaragua
Hodgkin lymphoma,0,Nicaragua
Kaposi sarcoma,0,Nicaragua
Kidney cancer,1,Nicaragua
Laryngeal cancer,0,Nicaragua
Leukemia,0,Nicaragua
Liver cancer,0,Nicaragua
Lung cancer,0,Nicaragua
Mesothelioma,0,Nicaragua
Mouth cancer,0,Nicaragua
Multiple myeloma,0,Nicaragua
Non-Hodgkin lymphoma,0,Nicaragua
Other cancer,0,Nicaragua
Ovarian cancer,0,Nicaragua
Pancreatic cancer,0,Nicaragua
Penile cancer,0,Nicaragua
Prostate cancer,0,Nicaragua
Rectal cancer,0,Nicaragua
Salivary gland cancer,0,Nicaragua
Skin cancer,0,Nicaragua
Stomach cancer,0,Nicaragua
Testicular cancer,0,Nicaragua
Throat cancer,0,Nicaragua
Thyroid cancer,0,Nicaragua
Undetermined cancer,0,Nicaragua
Uterine cancer,0,Nicaragua
Vaginal cancer,0,Nicaragua
Vulvar cancer,0,Nicaragua
Anal cancer,0,Luxembourg
Bladder cancer,0,Luxembourg
Brain cancer,0,Luxembourg
Breast cancer,2,Luxembourg
Cervical cancer,0,Luxembourg
Colon cancer,0,Luxembourg
Colorectal cancer,1,Luxembourg
Esophageal cancer,0,Luxembourg
Gallbladder cancer,0,Luxembourg
Hodgkin lymphoma,0,Luxembourg
Kaposi sarcoma,0,Luxembourg
Kidney cancer,0,Luxembourg
Laryngeal cancer,0,Luxembourg
Leukemia,0,Luxembourg
Liver cancer,0,Luxembourg
Lung cancer,0,Luxembourg
Mesothelioma,0,Luxembourg
Mouth cancer,0,Luxembourg
Multiple myeloma,0,Luxembourg
Non-Hodgkin lymphoma,0,Luxembourg
Other cancer,0,Luxembourg
Ovarian cancer,0,Luxembourg
Pancreatic cancer,0,Luxembourg
Penile cancer,0,Luxembourg
Prostate cancer,1,Luxembourg
Rectal cancer,0,Luxembourg
Salivary gland cancer,0,Luxembourg
Skin cancer,0,Luxembourg
Stomach cancer,0,Luxembourg
Testicular cancer,0,Luxembourg
Throat cancer,0,Luxembourg
Thyroid cancer,0,Luxembourg
Undetermined cancer,0,Luxembourg
Uterine cancer,0,Luxembourg
Vaginal cancer,0,Luxembourg
Vulvar cancer,0,Luxembourg
Anal cancer,0,Singapore
Bladder cancer,6,Singapore
Brain cancer,3,Singapore
Breast cancer,53,Singapore
Cervical cancer,3,Singapore
Colon cancer,6,Singapore
Colorectal cancer,28,Singapore
Esophageal cancer,0,Singapore
Gallbladder cancer,1,Singapore
Hodgkin lymphoma,1,Singapore
Kaposi sarcoma,0,Singapore
Kidney cancer,4,Singapore
Laryngeal cancer,0,Singapore
Leukemia,12,Singapore
Liver cancer,27,Singapore
Lung cancer,27,Singapore
Mesothelioma,1,Singapore
Mouth cancer,0,Singapore
Multiple myeloma,9,Singapore
Non-Hodgkin lymphoma,4,Singapore
Other cancer,0,Singapore
Ovarian cancer,7,Singapore
Pancreatic cancer,0,Singapore
Penile cancer,0,Singapore
Prostate cancer,15,Singapore
Rectal cancer,9,Singapore
Salivary gland cancer,0,Singapore
Skin cancer,4,Singapore
Stomach cancer,2,Singapore
Testicular cancer,0,Singapore
Throat cancer,0,Singapore
Thyroid cancer,1,Singapore
Undetermined cancer,0,Singapore
Uterine cancer,1,Singapore
Vaginal cancer,0,Singapore
Vulvar cancer,0,Singapore
Anal cancer,0,North Macedonia
Bladder cancer,0,North Macedonia
Brain cancer,1,North Macedonia
Breast cancer,9,North Macedonia
Cervical cancer,0,North Macedonia
Colon cancer,0,North Macedonia
Colorectal cancer,0,North Macedonia
Esophageal cancer,0,North Macedonia
Gallbladder cancer,0,North Macedonia
Hodgkin lymphoma,0,North Macedonia
Kaposi sarcoma,0,North Macedonia
Kidney cancer,0,North Macedonia
Laryngeal cancer,0,North Macedonia
Leukemia,0,North Macedonia
Liver cancer,1,North Macedonia
Lung cancer,1,North Macedonia
Mesothelioma,0,North Macedonia
Mouth cancer,0,North Macedonia
Multiple myeloma,0,North Macedonia
Non-Hodgkin lymphoma,0,North Macedonia
Other cancer,0,North Macedonia
Ovarian cancer,0,North Macedonia
Pancreatic cancer,0,North Macedonia
Penile cancer,0,North Macedonia
Prostate cancer,0,North Macedonia
Rectal cancer,0,North Macedonia
Salivary gland cancer,0,North Macedonia
Skin cancer,0,North Macedonia
Stomach cancer,0,North Macedonia
Testicular cancer,0,North Macedonia
Throat cancer,0,North Macedonia
Thyroid cancer,0,North Macedonia
Undetermined cancer,0,North Macedonia
Uterine cancer,0,North Macedonia
Vaginal cancer,0,North Macedonia
Vulvar cancer,0,North Macedonia
Anal cancer,0,South Sudan
Bladder cancer,0,South Sudan
Brain cancer,0,South Sudan
Breast cancer,0,South Sudan
Cervical cancer,0,South Sudan
Colon cancer,0,South Sudan
Colorectal cancer,0,South Sudan
Esophageal cancer,0,South Sudan
Gallbladder cancer,0,South Sudan
Hodgkin lymphoma,0,South Sudan
Kaposi sarcoma,0,South Sudan
Kidney cancer,0,South Sudan
Laryngeal cancer,0,South Sudan
Leukemia,0,South Sudan
Liver cancer,0,South Sudan
Lung cancer,0,South Sudan
Mesothelioma,0,South Sudan
Mouth cancer,0,South Sudan
Multiple myeloma,0,South Sudan
Non-Hodgkin lymphoma,0,South Sudan
Other cancer,0,South Sudan
Ovarian cancer,0,South Sudan
Pancreatic cancer,0,South Sudan
Penile cancer,0,South Sudan
Prostate cancer,0,South Sudan
Rectal cancer,0,South Sudan
Salivary gland cancer,0,South Sudan
Skin cancer,0,South Sudan
Stomach cancer,0,South Sudan
Testicular cancer,0,South Sudan
Throat cancer,0,South Sudan
Thyroid cancer,0,South Sudan
Undetermined cancer,0,South Sudan
Uterine cancer,0,South Sudan
Vaginal cancer,0,South Sudan
Vulvar cancer,0,South Sudan
Anal cancer,0,Montenegro
Bladder cancer,0,Montenegro
Brain cancer,0,Montenegro
Breast cancer,0,Montenegro
Cervical cancer,0,Montenegro
Colon cancer,0,Montenegro
Colorectal cancer,0,Montenegro
Esophageal cancer,0,Montenegro
Gallbladder cancer,0,Montenegro
Hodgkin lymphoma,0,Montenegro
Kaposi sarcoma,0,Montenegro
Kidney cancer,0,Montenegro
Laryngeal cancer,0,Montenegro
Leukemia,0,Montenegro
Liver cancer,0,Montenegro
Lung cancer,0,Montenegro
Mesothelioma,0,Montenegro
Mouth cancer,0,Montenegro
Multiple myeloma,0,Montenegro
Non-Hodgkin lymphoma,0,Montenegro
Other cancer,0,Montenegro
Ovarian cancer,0,Montenegro
Pancreatic cancer,0,Montenegro
Penile cancer,0,Montenegro
Prostate cancer,0,Montenegro
Rectal cancer,0,Montenegro
Salivary gland cancer,0,Montenegro
Skin cancer,0,Montenegro
Stomach cancer,0,Montenegro
Testicular cancer,0,Montenegro
Throat cancer,0,Montenegro
Thyroid cancer,0,Montenegro
Undetermined cancer,0,Montenegro
Uterine cancer,0,Montenegro
Vaginal cancer,0,Montenegro
Vulvar cancer,0,Montenegro
Anal cancer,0,Jamaica
Bladder cancer,0,Jamaica
Brain cancer,0,Jamaica
Breast cancer,0,Jamaica
Cervical cancer,0,Jamaica
Colon cancer,0,Jamaica
Colorectal cancer,0,Jamaica
Esophageal cancer,0,Jamaica
Gallbladder cancer,0,Jamaica
Hodgkin lymphoma,0,Jamaica
Kaposi sarcoma,0,Jamaica
Kidney cancer,0,Jamaica
Laryngeal cancer,0,Jamaica
Leukemia,1,Jamaica
Liver cancer,0,Jamaica
Lung cancer,0,Jamaica
Mesothelioma,0,Jamaica
Mouth cancer,0,Jamaica
Multiple myeloma,0,Jamaica
Non-Hodgkin lymphoma,0,Jamaica
Other cancer,0,Jamaica
Ovarian cancer,0,Jamaica
Pancreatic cancer,0,Jamaica
Penile cancer,0,Jamaica
Prostate cancer,0,Jamaica
Rectal cancer,0,Jamaica
Salivary gland cancer,0,Jamaica
Skin cancer,0,Jamaica
Stomach cancer,0,Jamaica
Testicular cancer,0,Jamaica
Throat cancer,0,Jamaica
Thyroid cancer,0,Jamaica
Undetermined cancer,0,Jamaica
Uterine cancer,0,Jamaica
Vaginal cancer,0,Jamaica
Vulvar cancer,0,Jamaica
Anal cancer,0,Yemen
Bladder cancer,0,Yemen
Brain cancer,0,Yemen
Breast cancer,0,Yemen
Cervical cancer,0,Yemen
Colon cancer,0,Yemen
Colorectal cancer,0,Yemen
Esophageal cancer,0,Yemen
Gallbladder cancer,0,Yemen
Hodgkin lymphoma,0,Yemen
Kaposi sarcoma,0,Yemen
Kidney cancer,0,Yemen
Laryngeal cancer,0,Yemen
Leukemia,0,Yemen
Liver cancer,0,Yemen
Lung cancer,0,Yemen
Mesothelioma,0,Yemen
Mouth cancer,0,Yemen
Multiple myeloma,0,Yemen
Non-Hodgkin lymphoma,0,Yemen
Other cancer,0,Yemen
Ovarian cancer,0,Yemen
Pancreatic cancer,0,Yemen
Penile cancer,0,Yemen
Prostate cancer,0,Yemen
Rectal cancer,0,Yemen
Salivary gland cancer,0,Yemen
Skin cancer,0,Yemen
Stomach cancer,0,Yemen
Testicular cancer,0,Yemen
Throat cancer,0,Yemen
Thyroid cancer,0,Yemen
Undetermined cancer,0,Yemen
Uterine cancer,0,Yemen
Vaginal cancer,0,Yemen
Vulvar cancer,0,Yemen
Anal cancer,0,St. Lucia
Bladder cancer,0,St. Lucia
Brain cancer,0,St. Lucia
Breast cancer,1,St. Lucia
Cervical cancer,1,St. Lucia
Colon cancer,0,St. Lucia
Colorectal cancer,0,St. Lucia
Esophageal cancer,0,St. Lucia
Gallbladder cancer,0,St. Lucia
Hodgkin lymphoma,0,St. Lucia
Kaposi sarcoma,0,St. Lucia
Kidney cancer,0,St. Lucia
Laryngeal cancer,0,St. Lucia
Leukemia,0,St. Lucia
Liver cancer,1,St. Lucia
Lung cancer,1,St. Lucia
Mesothelioma,0,St. Lucia
Mouth cancer,0,St. Lucia
Multiple myeloma,0,St. Lucia
Non-Hodgkin lymphoma,0,St. Lucia
Other cancer,0,St. Lucia
Ovarian cancer,0,St. Lucia
Pancreatic cancer,0,St. Lucia
Penile cancer,0,St. Lucia
Prostate cancer,1,St. Lucia
Rectal cancer,0,St. Lucia
Salivary gland cancer,0,St. Lucia
Skin cancer,0,St. Lucia
Stomach cancer,0,St. Lucia
Testicular cancer,0,St. Lucia
Throat cancer,0,St. Lucia
Thyroid cancer,0,St. Lucia
Undetermined cancer,0,St. Lucia
Uterine cancer,0,St. Lucia
Vaginal cancer,0,St. Lucia
Vulvar cancer,0,St. Lucia
Anal cancer,4,Brazil
Bladder cancer,9,Brazil
Brain cancer,8,Brazil
Breast cancer,184,Brazil
Cervical cancer,38,Brazil
Colon cancer,6,Brazil
Colorectal cancer,28,Brazil
Esophageal cancer,2,Brazil
Gallbladder cancer,0,Brazil
Hodgkin lymphoma,8,Brazil
Kaposi sarcoma,1,Brazil
Kidney cancer,7,Brazil
Laryngeal cancer,0,Brazil
Leukemia,50,Brazil
Liver cancer,7,Brazil
Lung cancer,7,Brazil
Mesothelioma,0,Brazil
Mouth cancer,0,Brazil
Multiple myeloma,11,Brazil
Non-Hodgkin lymphoma,6,Brazil
Other cancer,0,Brazil
Ovarian cancer,5,Brazil
Pancreatic cancer,1,Brazil
Penile cancer,2,Brazil
Prostate cancer,40,Brazil
Rectal cancer,22,Brazil
Salivary gland cancer,0,Brazil
Skin cancer,34,Brazil
Stomach cancer,7,Brazil
Testicular cancer,1,Brazil
Throat cancer,0,Brazil
Thyroid cancer,15,Brazil
Undetermined cancer,0,Brazil
Uterine cancer,4,Brazil
Vaginal cancer,0,Brazil
Vulvar cancer,0,Brazil
Anal cancer,0,Comoros
Bladder cancer,0,Comoros
Brain cancer,0,Comoros
Breast cancer,0,Comoros
Cervical cancer,0,Comoros
Colon cancer,0,Comoros
Colorectal cancer,0,Comoros
Esophageal cancer,0,Comoros
Gallbladder cancer,0,Comoros
Hodgkin lymphoma,0,Comoros
Kaposi sarcoma,0,Comoros
Kidney cancer,0,Comoros
Laryngeal cancer,0,Comoros
Leukemia,0,Comoros
Liver cancer,0,Comoros
Lung cancer,0,Comoros
Mesothelioma,0,Comoros
Mouth cancer,0,Comoros
Multiple myeloma,0,Comoros
Non-Hodgkin lymphoma,0,Comoros
Other cancer,0,Comoros
Ovarian cancer,0,Comoros
Pancreatic cancer,0,Comoros
Penile cancer,0,Comoros
Prostate cancer,0,Comoros
Rectal cancer,0,Comoros
Salivary gland cancer,0,Comoros
Skin cancer,0,Comoros
Stomach cancer,0,Comoros
Testicular cancer,0,Comoros
Throat cancer,0,Comoros
Thyroid cancer,0,Comoros
Undetermined cancer,0,Comoros
Uterine cancer,0,Comoros
Vaginal cancer,0,Comoros
Vulvar cancer,0,Comoros
Anal cancer,0,Bulgaria
Bladder cancer,0,Bulgaria
Brain cancer,1,Bulgaria
Breast cancer,7,Bulgaria
Cervical cancer,1,Bulgaria
Colon cancer,0,Bulgaria
Colorectal cancer,0,Bulgaria
Esophageal cancer,0,Bulgaria
Gallbladder cancer,0,Bulgaria
Hodgkin lymphoma,1,Bulgaria
Kaposi sarcoma,0,Bulgaria
Kidney cancer,0,Bulgaria
Laryngeal cancer,0,Bulgaria
Leukemia,3,Bulgaria
Liver cancer,0,Bulgaria
Lung cancer,0,Bulgaria
Mesothelioma,0,Bulgaria
Mouth cancer,0,Bulgaria
Multiple myeloma,0,Bulgaria
Non-Hodgkin lymphoma,1,Bulgaria
Other cancer,0,Bulgaria
Ovarian cancer,0,Bulgaria
Pancreatic cancer,0,Bulgaria
Penile cancer,0,Bulgaria
Prostate cancer,3,Bulgaria
Rectal cancer,6,Bulgaria
Salivary gland cancer,0,Bulgaria
Skin cancer,2,Bulgaria
Stomach cancer,0,Bulgaria
Testicular cancer,0,Bulgaria
Throat cancer,0,Bulgaria
Thyroid cancer,1,Bulgaria
Undetermined cancer,0,Bulgaria
Uterine cancer,1,Bulgaria
Vaginal cancer,0,Bulgaria
Vulvar cancer,0,Bulgaria
Anal cancer,0,Latvia
Bladder cancer,0,Latvia
Brain cancer,0,Latvia
Breast cancer,5,Latvia
Cervical cancer,0,Latvia
Colon cancer,0,Latvia
Colorectal cancer,0,Latvia
Esophageal cancer,0,Latvia
Gallbladder cancer,0,Latvia
Hodgkin lymphoma,0,Latvia
Kaposi sarcoma,0,Latvia
Kidney cancer,0,Latvia
Laryngeal cancer,0,Latvia
Leukemia,1,Latvia
Liver cancer,0,Latvia
Lung cancer,0,Latvia
Mesothelioma,0,Latvia
Mouth cancer,0,Latvia
Multiple myeloma,0,Latvia
Non-Hodgkin lymphoma,0,Latvia
Other cancer,0,Latvia
Ovarian cancer,1,Latvia
Pancreatic cancer,0,Latvia
Penile cancer,0,Latvia
Prostate cancer,1,Latvia
Rectal cancer,0,Latvia
Salivary gland cancer,0,Latvia
Skin cancer,0,Latvia
Stomach cancer,0,Latvia
Testicular cancer,0,Latvia
Throat cancer,0,Latvia
Thyroid cancer,0,Latvia
Undetermined cancer,0,Latvia
Uterine cancer,0,Latvia
Vaginal cancer,0,Latvia
Vulvar cancer,0,Latvia
Anal cancer,0,Bahrain
Bladder cancer,0,Bahrain
Brain cancer,0,Bahrain
Breast cancer,2,Bahrain
Cervical cancer,0,Bahrain
Colon cancer,0,Bahrain
Colorectal cancer,0,Bahrain
Esophageal cancer,0,Bahrain
Gallbladder cancer,0,Bahrain
