Country,Cancer,ASR,Crude rate
Mongolia,Breast cancer,12.6,13.2
Moldova,Breast cancer,46.6,77.4
Montenegro,Breast cancer,76.5,131.1
Morocco,Breast cancer,58.4,67.1
Mozambique,Breast cancer,19.7,12.1
Oman,Breast cancer,34.0,30.2
Namibia,Breast cancer,53.9,40.8
Nepal,Breast cancer,14.4,13.9
Netherlands,Breast cancer,101.6,184.4
New Caledonia,Breast cancer,90.2,121.5
Vanuatu,Breast cancer,29.6,23.3
New Zealand,Breast cancer,94.4,154.8
Nicaragua,Breast cancer,35.3,35.2
Niger,Breast cancer,29.5,16.6
Nigeria,Breast cancer,51.5,30.2
Norway,Breast cancer,95.6,164.6
Pakistan,Breast cancer,34.2,27.5
Panama,Breast cancer,41.4,49.0
Papua New Guinea,Breast cancer,46.0,36.6
Paraguay,Breast cancer,58.4,57.6
Peru,Breast cancer,39.3,46.0
Philippines,Breast cancer,60.3,59.0
Poland,Breast cancer,66.0,125.5
Portugal,Breast cancer,88.8,167.7
Guinea-Bissau,Breast cancer,27.2,17.7
Timor-Leste,Breast cancer,26.4,19.3
Puerto Rico,Breast cancer,62.3,125.0
Qatar,Breast cancer,39.0,33.0
Reunion,Breast cancer,55.9,81.5
Romania,Breast cancer,69.2,129.7
Russia,Breast cancer,57.7,100.8
Rwanda,Breast cancer,16.2,11.6
St. Lucia,Breast cancer,51.7,70.2
Sao Tome and Principe,Breast cancer,19.9,14.1
Saudi Arabia,Breast cancer,25.3,24.9
Senegal,Breast cancer,29.9,20.4
Serbia,Breast cancer,60.5,111.0
Sierra Leone,Breast cancer,7.0,4.9
Singapore,Breast cancer,72.6,126.0
Slovakia,Breast cancer,67.3,130.3
Vietnam,Breast cancer,38.0,49.6
Slovenia,Breast cancer,82.3,159.2
Somalia,Breast cancer,38.6,21.4
South Africa,Breast cancer,47.8,47.7
Zimbabwe,Breast cancer,35.8,22.6
Spain,Breast cancer,81.0,146.3
South Sudan,Breast cancer,28.0,18.5
Sudan,Breast cancer,39.9,28.8
Suriname,Breast cancer,46.4,53.2
Eswatini,Breast cancer,26.2,17.7
Sweden,Breast cancer,81.4,146.2
Switzerland,Breast cancer,77.4,150.4
Syria,Breast cancer,46.2,42.5
Tajikistan,Breast cancer,19.5,16.6
Thailand,Breast cancer,37.4,60.0
Togo,Breast cancer,32.9,22.3
Trinidad and Tobago,Breast cancer,54.0,80.0
United Arab Emirates,Breast cancer,57.1,36.3
Tunisia,Breast cancer,36.2,46.5
Türkiye,Breast cancer,46.8,58.3
Turkmenistan,Breast cancer,31.1,31.8
Uganda,Breast cancer,23.3,12.2
Ukraine,Breast cancer,43.1,78.1
North Macedonia,Breast cancer,65.3,105.3
Egypt,Breast cancer,55.4,51.1
United Kingdom,Breast cancer,94.0,169.7
Tanzania,Breast cancer,25.1,14.2
United States,Breast cancer,95.9,162.2
Burkina Faso,Breast cancer,21.4,12.4
Uruguay,Breast cancer,75.1,121.0
Uzbekistan,Breast cancer,27.8,29.2
Venezuela,Breast cancer,47.1,55.8
Samoa,Breast cancer,88.8,76.9
Yemen,Breast cancer,25.4,18.6
Zambia,Breast cancer,22.3,11.3
"Micronesia, Fed. Sts.",Breast cancer,43.9,48.0
Afghanistan,Cervical cancer,10.3,6.1
Albania,Cervical cancer,8.7,12.2
Algeria,Cervical cancer,8.0,8.0
Angola,Cervical cancer,30.4,16.0
Azerbaijan,Cervical cancer,8.2,10.6
Argentina,Cervical cancer,16.8,19.9
Australia,Cervical cancer,5.3,6.9
Austria,Cervical cancer,5.9,8.9
Bahamas,Cervical cancer,15.2,20.4
Bahrain,Cervical cancer,2.7,2.9
Bangladesh,Cervical cancer,11.3,11.6
Armenia,Cervical cancer,6.8,9.9
Barbados,Cervical cancer,13.8,24.3
Belgium,Cervical cancer,6.3,9.0
Bhutan,Cervical cancer,13.6,13.3
Bolivia,Cervical cancer,38.7,37.0
Bosnia and Herzegovina,Cervical cancer,12.3,15.9
Botswana,Cervical cancer,39.1,36.1
Brazil,Cervical cancer,12.7,17.1
Belize,Cervical cancer,17.3,16.4
Solomon Islands,Cervical cancer,26.2,20.3
Brunei Darussalam,Cervical cancer,20.0,24.7
Bulgaria,Cervical cancer,15.4,24.9
Myanmar,Cervical cancer,21.4,24.6
Burundi,Cervical cancer,43.6,22.9
Belarus,Cervical cancer,9.3,13.3
Cambodia,Cervical cancer,15.2,14.5
Cameroon,Cervical cancer,33.1,18.1
Canada,Cervical cancer,6.6,9.0
Cabo Verde,Cervical cancer,16.1,16.3
Central African Republic,Cervical cancer,21.8,11.7
Sri Lanka,Cervical cancer,9.2,14.0
Chad,Cervical cancer,23.5,12.7
Chile,Cervical cancer,11.3,16.0
China,Cervical cancer,13.8,21.8
Colombia,Cervical cancer,13.7,17.4
Comoros,Cervical cancer,52.0,36.3
Congo Republic,Cervical cancer,22.3,13.7
DR Congo,Cervical cancer,32.9,18.3
Costa Rica,Cervical cancer,10.6,13.1
Croatia,Cervical cancer,8.3,13.0
Cuba,Cervical cancer,12.8,19.7
Cyprus,Cervical cancer,7.0,10.1
Czechia,Cervical cancer,8.0,12.1
Benin,Cervical cancer,18.1,11.0
Denmark,Cervical cancer,9.7,12.7
Dominican Republic,Cervical cancer,15.6,17.5
Ecuador,Cervical cancer,17.7,19.8
El Salvador,Cervical cancer,15.2,18.0
Ethiopia,Cervical cancer,22.3,13.5
Eritrea,Cervical cancer,16.4,10.7
Estonia,Cervical cancer,11.8,17.4
Fiji,Cervical cancer,35.0,36.7
Finland,Cervical cancer,4.6,6.4
France,Cervical cancer,6.6,9.4
French Guiana,Cervical cancer,12.3,12.0
French Polynesia,Cervical cancer,8.3,10.7
Djibouti,Cervical cancer,16.5,14.7
Gabon,Cervical cancer,32.5,23.7
Georgia,Cervical cancer,10.4,15.9
Gambia,Cervical cancer,39.4,25.2
Palestine,Cervical cancer,3.1,2.2
Germany,Cervical cancer,7.1,10.7
Ghana,Cervical cancer,27.0,19.2
Greece,Cervical cancer,5.5,9.0
Guadeloupe,Cervical cancer,9.9,14.8
Guam,Cervical cancer,19.0,22.3
Guatemala,Cervical cancer,21.5,18.7
Guinea,Cervical cancer,55.0,35.8
Guyana,Cervical cancer,30.3,32.7
Haiti,Cervical cancer,16.6,14.7
Honduras,Cervical cancer,19.5,17.9
Hungary,Cervical cancer,12.6,19.2
Iceland,Cervical cancer,9.4,11.1
India,Cervical cancer,17.7,18.9
Indonesia,Cervical cancer,23.3,26.7
Iran,Cervical cancer,2.5,3.0
Iraq,Cervical cancer,2.2,1.5
Ireland,Cervical cancer,7.5,9.6
Israel,Cervical cancer,6.2,7.4
Italy,Cervical cancer,5.0,8.0
Cote d'Ivoire,Cervical cancer,32.0,17.1
Jamaica,Cervical cancer,20.4,25.0
Japan,Cervical cancer,12.5,17.0
Kazakhstan,Cervical cancer,15.5,18.5
Jordan,Cervical cancer,3.2,2.6
Kenya,Cervical cancer,32.8,20.7
North Korea,Cervical cancer,11.8,16.2
South Korea,Cervical cancer,8.6,13.3
Kuwait,Cervical cancer,3.1,3.6
Kyrgyz Republic,Cervical cancer,14.1,14.1
Laos,Cervical cancer,12.0,10.8
Lebanon,Cervical cancer,3.6,4.3
Lesotho,Cervical cancer,60.5,54.3
Latvia,Cervical cancer,16.9,23.9
Liberia,Cervical cancer,39.6,27.2
Libya,Cervical cancer,8.0,8.0
Lithuania,Cervical cancer,13.7,20.7
Luxembourg,Cervical cancer,4.4,6.9
Madagascar,Cervical cancer,41.8,27.8
Malawi,Cervical cancer,70.9,46.0
Malaysia,Cervical cancer,10.3,11.9
Maldives,Cervical cancer,22.6,25.1
Mali,Cervical cancer,43.1,22.8
Malta,Cervical cancer,4.2,5.9
Martinique,Cervical cancer,7.5,14.3
Mauritania,Cervical cancer,28.3,19.2
Mauritius,Cervical cancer,12.9,21.0
Mexico,Cervical cancer,13.2,15.4
Mongolia,Cervical cancer,20.2,21.0
Moldova,Cervical cancer,14.2,20.1
Montenegro,Cervical cancer,12.0,18.3
Morocco,Cervical cancer,12.0,13.9
Mozambique,Cervical cancer,47.8,32.1
Oman,Cervical cancer,6.4,4.9
Namibia,Cervical cancer,33.5,25.8
Nepal,Cervical cancer,14.2,13.4
Netherlands,Cervical cancer,6.7,8.8
New Caledonia,Cervical cancer,14.2,18.6
Vanuatu,Cervical cancer,18.2,14.5
New Zealand,Cervical cancer,4.9,6.0
Nicaragua,Cervical cancer,20.6,21.0
Niger,Cervical cancer,9.3,4.8
Nigeria,Cervical cancer,26.2,12.8
Norway,Cervical cancer,10.9,13.8
Pakistan,Cervical cancer,5.4,4.3
Panama,Cervical cancer,14.5,16.7
Papua New Guinea,Cervical cancer,27.8,23.2
Paraguay,Cervical cancer,30.6,31.0
Peru,Cervical cancer,23.9,28.4
Philippines,Cervical cancer,15.5,15.3
Poland,Cervical cancer,11.3,20.6
Portugal,Cervical cancer,11.1,16.8
Guinea-Bissau,Cervical cancer,34.3,21.3
Timor-Leste,Cervical cancer,14.8,11.4
Puerto Rico,Cervical cancer,10.6,14.2
Qatar,Cervical cancer,4.7,3.3
Reunion,Cervical cancer,11.0,16.0
Romania,Cervical cancer,21.7,34.4
Russia,Cervical cancer,17.6,23.5
Rwanda,Cervical cancer,18.9,12.5
St. Lucia,Cervical cancer,15.7,21.3
Sao Tome and Principe,Cervical cancer,18.8,12.3
Saudi Arabia,Cervical cancer,2.4,2.2
Senegal,Cervical cancer,34.3,22.9
Serbia,Cervical cancer,13.4,20.5
Sierra Leone,Cervical cancer,16.5,11.7
Singapore,Cervical cancer,7.4,12.5
Slovakia,Cervical cancer,12.9,19.9
Vietnam,Cervical cancer,7.1,9.3
Slovenia,Cervical cancer,7.2,11.4
Somalia,Cervical cancer,26.6,13.8
South Africa,Cervical cancer,33.2,34.1
Zimbabwe,Cervical cancer,68.2,44.0
Spain,Cervical cancer,5.4,8.5
South Sudan,Cervical cancer,21.4,12.9
Sudan,Cervical cancer,8.6,5.4
Suriname,Cervical cancer,24.2,27.3
Eswatini,Cervical cancer,95.9,69.4
Sweden,Cervical cancer,8.6,11.0
Switzerland,Cervical cancer,4.1,6.1
Syria,Cervical cancer,2.5,2.1
Tajikistan,Cervical cancer,6.6,5.6
Thailand,Cervical cancer,14.9,24.1
Togo,Cervical cancer,19.1,11.7
Trinidad and Tobago,Cervical cancer,18.3,26.9
United Arab Emirates,Cervical cancer,5.7,4.4
Tunisia,Cervical cancer,5.3,6.8
Türkiye,Cervical cancer,4.8,6.0
Turkmenistan,Cervical cancer,14.1,14.3
Uganda,Cervical cancer,53.8,28.3
Ukraine,Cervical cancer,15.2,22.3
North Macedonia,Cervical cancer,6.7,10.3
Egypt,Cervical cancer,2.8,2.5
United Kingdom,Cervical cancer,7.5,9.3
Tanzania,Cervical cancer,64.8,34.3
United States,Cervical cancer,6.3,8.2
Burkina Faso,Cervical cancer,15.9,8.9
Uruguay,Cervical cancer,15.9,20.9
Uzbekistan,Cervical cancer,14.8,15.4
Venezuela,Cervical cancer,22.7,26.7
Samoa,Cervical cancer,13.3,11.3
Yemen,Cervical cancer,2.1,1.4
Zambia,Cervical cancer,71.5,37.0
"Micronesia, Fed. Sts.",Cervical cancer,18.6,19.5
Afghanistan,Colon cancer,2.7,1.3
Albania,Colon cancer,4.9,9.3
Algeria,Colon cancer,9.9,10.0
Angola,Colon cancer,2.4,1.2
Azerbaijan,Colon cancer,8.4,9.9
Argentina,Colon cancer,19.0,27.3
Australia,Colon cancer,22.3,43.9
Austria,Colon cancer,13.5,32.1
Bahamas,Colon cancer,12.9,16.2
Bahrain,Colon cancer,9.4,5.7
Bangladesh,Colon cancer,1.7,1.6
Armenia,Colon cancer,16.8,29.1
Barbados,Colon cancer,15.8,34.0
Belgium,Colon cancer,19.8,47.6
Bhutan,Colon cancer,1.8,1.7
Bolivia,Colon cancer,4.8,4.6
Bosnia and Herzegovina,Colon cancer,13.5,30.1
Botswana,Colon cancer,2.2,1.7
Brazil,Colon cancer,10.9,15.5
Belize,Colon cancer,6.0,5.1
Solomon Islands,Colon cancer,1.3,0.69
Brunei Darussalam,Colon cancer,15.5,16.6
Bulgaria,Colon cancer,18.7,47.6
Myanmar,Colon cancer,4.9,5.0
Burundi,Colon cancer,2.6,1.2
Belarus,Colon cancer,18.9,38.2
Cambodia,Colon cancer,7.0,5.7
Cameroon,Colon cancer,3.2,1.7
Canada,Colon cancer,17.5,40.4
Cabo Verde,Colon cancer,3.5,3.4
Central African Republic,Colon cancer,2.6,1.4
Sri Lanka,Colon cancer,3.3,5.1
Chad,Colon cancer,0.89,0.66
Chile,Colon cancer,13.7,24.3
China,Colon cancer,10.4,19.1
Colombia,Colon cancer,11.2,14.9
Comoros,Colon cancer,1.9,0.99
Congo Republic,Colon cancer,2.0,1.2
DR Congo,Colon cancer,2.3,1.2
Costa Rica,Colon cancer,9.5,14.7
Croatia,Colon cancer,24.5,63.7
Cuba,Colon cancer,15.2,34.8
Cyprus,Colon cancer,16.8,32.8
Czechia,Colon cancer,17.7,42.1
Benin,Colon cancer,4.1,2.3
Denmark,Colon cancer,32.7,82.5
Dominican Republic,Colon cancer,12.7,14.0
Ecuador,Colon cancer,8.6,9.8
El Salvador,Colon cancer,6.4,8.1
Ethiopia,Colon cancer,4.9,2.9
Eritrea,Colon cancer,3.6,2.4
Estonia,Colon cancer,20.0,52.1
Fiji,Colon cancer,5.8,5.4
Finland,Colon cancer,16.5,46.3
France,Colon cancer,19.6,50.4
French Guiana,Colon cancer,11.8,10.5
French Polynesia,Colon cancer,6.8,9.5
Djibouti,Colon cancer,3.5,3.1
Gabon,Colon cancer,4.1,2.8
Georgia,Colon cancer,7.1,13.8
Gambia,Colon cancer,0.9,0.55
Palestine,Colon cancer,12.2,6.8
Germany,Colon cancer,14.2,45.2
Ghana,Colon cancer,1.6,0.89
Greece,Colon cancer,22.0,63.7
Guadeloupe,Colon cancer,15.2,34.5
Guam,Colon cancer,10.2,15.7
Guatemala,Colon cancer,5.6,4.4
Guinea,Colon cancer,1.1,0.58
Guyana,Colon cancer,7.3,8.3
Haiti,Colon cancer,8.7,7.4
Honduras,Colon cancer,4.4,3.4
Hungary,Colon cancer,26.8,63.2
Iceland,Colon cancer,21.9,45.5
India,Colon cancer,2.4,2.4
Indonesia,Colon cancer,6.3,6.7
Iran,Colon cancer,9.5,10.2
Iraq,Colon cancer,5.6,3.4
Ireland,Colon cancer,19.4,38.0
Israel,Colon cancer,17.4,26.6
Italy,Colon cancer,20.8,64.0
Cote d'Ivoire,Colon cancer,4.7,2.5
Jamaica,Colon cancer,14.8,19.8
Japan,Colon cancer,22.7,76.6
Kazakhstan,Colon cancer,8.3,9.8
Jordan,Colon cancer,12.0,8.9
Kenya,Colon cancer,6.6,3.2
North Korea,Colon cancer,8.8,13.0
South Korea,Colon cancer,15.2,34.4
Kuwait,Colon cancer,7.8,6.7
Kyrgyz Republic,Colon cancer,3.7,3.0
Laos,Colon cancer,7.8,5.8
Lebanon,Colon cancer,9.2,10.9
Lesotho,Colon cancer,3.4,2.6
Latvia,Colon cancer,12.4,33.3
Liberia,Colon cancer,2.7,1.6
Libya,Colon cancer,10.4,9.0
Lithuania,Colon cancer,12.9,34.1
Luxembourg,Colon cancer,16.1,34.6
Madagascar,Colon cancer,2.0,1.2
Malawi,Colon cancer,2.0,0.95
Malaysia,Colon cancer,11.0,12.1
Maldives,Colon cancer,6.2,4.8
Mali,Colon cancer,4.3,1.9
Malta,Colon cancer,17.9,46.4
Martinique,Colon cancer,15.3,40.1
Mauritania,Colon cancer,3.2,1.9
Mauritius,Colon cancer,11.7,20.2
Mexico,Colon cancer,8.1,9.1
Mongolia,Colon cancer,5.5,4.7
Moldova,Colon cancer,16.3,27.8
Montenegro,Colon cancer,12.9,26.1
Morocco,Colon cancer,6.7,7.6
Mozambique,Colon cancer,1.7,0.8
Oman,Colon cancer,6.4,4.8
Namibia,Colon cancer,4.9,3.2
Nepal,Colon cancer,2.6,2.3
Netherlands,Colon cancer,28.0,69.1
New Caledonia,Colon cancer,13.9,19.9
Vanuatu,Colon cancer,2.7,1.6
New Zealand,Colon cancer,24.7,54.4
Nicaragua,Colon cancer,7.2,6.6
Niger,Colon cancer,3.3,1.5
Nigeria,Colon cancer,3.4,1.7
Norway,Colon cancer,30.7,71.5
Pakistan,Colon cancer,3.1,2.3
Panama,Colon cancer,10.9,13.5
Papua New Guinea,Colon cancer,5.1,3.0
Paraguay,Colon cancer,16.3,16.0
Peru,Colon cancer,8.6,11.2
Philippines,Colon cancer,13.5,12.0
Poland,Colon cancer,17.2,41.0
Portugal,Colon cancer,23.7,67.3
Guinea-Bissau,Colon cancer,2.2,1.2
Timor-Leste,Colon cancer,5.2,3.5
Puerto Rico,Colon cancer,19.5,46.5
Qatar,Colon cancer,5.8,4.0
Reunion,Colon cancer,12.7,22.5
Romania,Colon cancer,17.9,41.0
Russia,Colon cancer,18.4,36.6
Rwanda,Colon cancer,1.9,1.2
St. Lucia,Colon cancer,9.4,14.1
Sao Tome and Principe,Colon cancer,5.4,3.1
Saudi Arabia,Colon cancer,6.3,5.6
Senegal,Colon cancer,3.0,1.6
Serbia,Colon cancer,14.9,31.9
Sierra Leone,Colon cancer,0.07,0.05
Singapore,Colon cancer,20.7,41.5
Slovakia,Colon cancer,19.9,44.7
Vietnam,Colon cancer,5.9,7.3
Slovenia,Colon cancer,17.7,45.3
Somalia,Colon cancer,5.2,2.5
South Africa,Colon cancer,6.8,5.9
Zimbabwe,Colon cancer,5.2,2.6
Spain,Colon cancer,21.4,55.9
South Sudan,Colon cancer,2.9,1.7
Sudan,Colon cancer,2.7,1.8
Suriname,Colon cancer,15.2,16.9
Eswatini,Colon cancer,2.5,1.5
Sweden,Colon cancer,20.0,50.1
Switzerland,Colon cancer,15.7,38.5
Syria,Colon cancer,7.5,5.7
Tajikistan,Colon cancer,2.6,1.7
Thailand,Colon cancer,8.4,15.3
Togo,Colon cancer,4.7,2.5
Trinidad and Tobago,Colon cancer,11.4,18.8
United Arab Emirates,Colon cancer,7.2,3.5
Tunisia,Colon cancer,6.6,8.4
Türkiye,Colon cancer,12.4,16.0
Turkmenistan,Colon cancer,2.1,1.8
Uganda,Colon cancer,3.8,1.5
Ukraine,Colon cancer,12.9,26.1
North Macedonia,Colon cancer,11.9,22.2
Egypt,Colon cancer,4.0,3.5
United Kingdom,Colon cancer,18.6,45.6
Tanzania,Colon cancer,2.5,1.4
United States,Colon cancer,17.0,31.4
Burkina Faso,Colon cancer,1.9,1.2
Uruguay,Colon cancer,21.0,41.6
Uzbekistan,Colon cancer,4.1,3.6
Venezuela,Colon cancer,12.4,14.7
Samoa,Colon cancer,15.2,12.4
Yemen,Colon cancer,5.5,3.0
Zambia,Colon cancer,1.8,0.79
"Micronesia, Fed. Sts.",Colon cancer,10.3,10.9
Afghanistan,Colorectal cancer,5.6,2.9
Albania,Colorectal cancer,10.2,18.2
Algeria,Colorectal cancer,17.1,17.1
Angola,Colorectal cancer,4.6,2.3
Azerbaijan,Colorectal cancer,14.2,16.9
Argentina,Colorectal cancer,24.2,34.5
Australia,Colorectal cancer,34.6,65.6
Austria,Colorectal cancer,21.8,50.1
Bahamas,Colorectal cancer,19.3,24.0
Bahrain,Colorectal cancer,13.5,8.8
Bangladesh,Colorectal cancer,3.6,3.4
Armenia,Colorectal cancer,22.0,37.9
Barbados,Colorectal cancer,24.7,51.4
Belgium,Colorectal cancer,29.2,68.1
Bhutan,Colorectal cancer,4.2,3.8
Bolivia,Colorectal cancer,6.0,5.9
Bosnia and Herzegovina,Colorectal cancer,26.3,57.1
Botswana,Colorectal cancer,4.5,3.7
Brazil,Colorectal cancer,19.8,27.9
Belize,Colorectal cancer,6.0,5.1
Solomon Islands,Colorectal cancer,4.6,2.6
Brunei Darussalam,Colorectal cancer,31.8,34.4
Bulgaria,Colorectal cancer,30.2,74.3
Myanmar,Colorectal cancer,9.9,10.1
Burundi,Colorectal cancer,6.4,2.8
Belarus,Colorectal cancer,32.7,65.3
Cambodia,Colorectal cancer,12.6,10.1
Cameroon,Colorectal cancer,6.3,3.3
Canada,Colorectal cancer,28.6,61.8
Cabo Verde,Colorectal cancer,5.5,4.9
Central African Republic,Colorectal cancer,5.7,3.1
Sri Lanka,Colorectal cancer,7.8,11.8
Chad,Colorectal cancer,2.3,1.3
Chile,Colorectal cancer,20.3,35.2
China,Colorectal cancer,20.1,36.6
Colombia,Colorectal cancer,16.4,21.7
Comoros,Colorectal cancer,3.7,1.9
Congo Republic,Colorectal cancer,4.8,2.9
DR Congo,Colorectal cancer,6.0,3.1
Costa Rica,Colorectal cancer,14.3,21.6
Croatia,Colorectal cancer,41.1,103.2
Cuba,Colorectal cancer,19.9,44.3
Cyprus,Colorectal cancer,24.1,46.4
Czechia,Colorectal cancer,30.5,70.5
Benin,Colorectal cancer,6.9,3.9
Denmark,Colorectal cancer,48.1,117.9
Dominican Republic,Colorectal cancer,14.7,16.1
Ecuador,Colorectal cancer,12.4,14.0
El Salvador,Colorectal cancer,8.7,10.6
Ethiopia,Colorectal cancer,9.0,5.4
Eritrea,Colorectal cancer,6.9,4.6
Estonia,Colorectal cancer,31.8,81.3
Fiji,Colorectal cancer,11.5,10.6
Finland,Colorectal cancer,26.8,72.4
France,Colorectal cancer,32.1,78.7
French Guiana,Colorectal cancer,16.2,14.6
French Polynesia,Colorectal cancer,11.9,16.9
Djibouti,Colorectal cancer,6.4,5.7
Gabon,Colorectal cancer,6.8,4.7
Georgia,Colorectal cancer,14.5,28.4
Gambia,Colorectal cancer,2.6,1.5
Palestine,Colorectal cancer,18.3,10.4
Germany,Colorectal cancer,25.7,74.6
Ghana,Colorectal cancer,4.7,3.0
Greece,Colorectal cancer,26.8,76.2
Guadeloupe,Colorectal cancer,22.8,50.0
Guam,Colorectal cancer,16.0,23.9
Guatemala,Colorectal cancer,6.2,4.8
Guinea,Colorectal cancer,2.8,1.5
Guyana,Colorectal cancer,8.8,10.0
Haiti,Colorectal cancer,11.3,9.4
Honduras,Colorectal cancer,7.1,5.6
Hungary,Colorectal cancer,44.2,100.0
Iceland,Colorectal cancer,31.0,62.3
India,Colorectal cancer,4.9,5.0
Indonesia,Colorectal cancer,12.1,12.8
Iran,Colorectal cancer,13.9,15.0
Iraq,Colorectal cancer,8.9,5.5
Ireland,Colorectal cancer,32.3,62.2
Israel,Colorectal cancer,24.8,36.3
Italy,Colorectal cancer,30.6,90.9
Cote d'Ivoire,Colorectal cancer,7.2,3.8
Jamaica,Colorectal cancer,20.2,26.6
Japan,Colorectal cancer,36.6,116.1
Kazakhstan,Colorectal cancer,15.5,18.3
Jordan,Colorectal cancer,16.5,12.4
Kenya,Colorectal cancer,11.1,5.5
North Korea,Colorectal cancer,19.0,27.8
South Korea,Colorectal cancer,26.5,57.6
Kuwait,Colorectal cancer,11.2,10.0
Kyrgyz Republic,Colorectal cancer,7.9,6.5
Laos,Colorectal cancer,14.1,10.4
Lebanon,Colorectal cancer,12.9,15.0
Lesotho,Colorectal cancer,5.8,4.5
Latvia,Colorectal cancer,23.5,61.0
Liberia,Colorectal cancer,4.5,2.7
Libya,Colorectal cancer,15.9,13.8
Lithuania,Colorectal cancer,21.8,56.6
Luxembourg,Colorectal cancer,23.6,49.2
Madagascar,Colorectal cancer,5.7,3.2
Malawi,Colorectal cancer,4.9,2.5
Malaysia,Colorectal cancer,19.7,21.6
Maldives,Colorectal cancer,11.8,9.2
Mali,Colorectal cancer,8.9,4.2
Malta,Colorectal cancer,27.0,67.8
Martinique,Colorectal cancer,21.7,56.7
Mauritania,Colorectal cancer,6.2,3.7
Mauritius,Colorectal cancer,16.9,29.0
Mexico,Colorectal cancer,10.9,12.2
Mongolia,Colorectal cancer,7.6,6.4
Moldova,Colorectal cancer,27.5,46.6
Montenegro,Colorectal cancer,21.3,41.4
Morocco,Colorectal cancer,12.3,14.1
Mozambique,Colorectal cancer,3.9,2.0
Oman,Colorectal cancer,11.1,8.1
Namibia,Colorectal cancer,8.7,5.5
Nepal,Colorectal cancer,4.4,4.0
Netherlands,Colorectal cancer,42.8,102.7
New Caledonia,Colorectal cancer,22.0,31.3
Vanuatu,Colorectal cancer,6.8,4.0
New Zealand,Colorectal cancer,39.0,83.1
Nicaragua,Colorectal cancer,9.8,9.0
Niger,Colorectal cancer,5.9,2.9
Nigeria,Colorectal cancer,7.5,3.7
Norway,Colorectal cancer,45.3,101.9
Pakistan,Colorectal cancer,5.4,4.1
Panama,Colorectal cancer,15.1,18.4
Papua New Guinea,Colorectal cancer,11.7,7.0
Paraguay,Colorectal cancer,21.0,20.5
Peru,Colorectal cancer,11.4,14.7
Philippines,Colorectal cancer,20.8,18.4
Poland,Colorectal cancer,30.9,71.3
Portugal,Colorectal cancer,37.8,104.3
Guinea-Bissau,Colorectal cancer,3.9,2.1
Timor-Leste,Colorectal cancer,8.8,5.8
Puerto Rico,Colorectal cancer,27.8,65.1
Qatar,Colorectal cancer,9.3,6.1
Reunion,Colorectal cancer,20.7,36.1
Romania,Colorectal cancer,32.2,71.2
Russia,Colorectal cancer,29.4,57.4
Rwanda,Colorectal cancer,4.2,2.6
St. Lucia,Colorectal cancer,12.3,18.4
Sao Tome and Principe,Colorectal cancer,6.3,3.5
Saudi Arabia,Colorectal cancer,11.7,10.5
Senegal,Colorectal cancer,6.2,3.5
Serbia,Colorectal cancer,30.2,63.4
Sierra Leone,Colorectal cancer,0.24,0.14
Singapore,Colorectal cancer,34.0,67.4
Slovakia,Colorectal cancer,35.7,77.3
Vietnam,Colorectal cancer,13.9,17.0
Slovenia,Colorectal cancer,30.5,76.0
Somalia,Colorectal cancer,9.2,4.5
South Africa,Colorectal cancer,13.5,12.1
Zimbabwe,Colorectal cancer,9.7,5.0
Spain,Colorectal cancer,33.8,84.4
South Sudan,Colorectal cancer,5.7,3.3
Sudan,Colorectal cancer,5.5,3.7
Suriname,Colorectal cancer,18.7,20.9
Eswatini,Colorectal cancer,4.9,3.1
Sweden,Colorectal cancer,31.2,75.3
Switzerland,Colorectal cancer,26.3,61.8
Syria,Colorectal cancer,10.9,8.4
Tajikistan,Colorectal cancer,5.6,3.7
Thailand,Colorectal cancer,15.9,28.8
Togo,Colorectal cancer,7.5,4.1
Trinidad and Tobago,Colorectal cancer,18.5,29.7
United Arab Emirates,Colorectal cancer,11.5,5.5
Tunisia,Colorectal cancer,11.9,15.3
Türkiye,Colorectal cancer,19.8,25.4
Turkmenistan,Colorectal cancer,5.9,5.2
Uganda,Colorectal cancer,7.3,2.9
Ukraine,Colorectal cancer,24.2,48.4
North Macedonia,Colorectal cancer,23.5,43.2
Egypt,Colorectal cancer,6.4,5.6
United Kingdom,Colorectal cancer,30.9,72.2
Tanzania,Colorectal cancer,6.8,3.5
United States,Colorectal cancer,27.0,47.8
Burkina Faso,Colorectal cancer,3.4,2.1
Uruguay,Colorectal cancer,31.0,59.8
Uzbekistan,Colorectal cancer,9.0,8.1
Venezuela,Colorectal cancer,18.7,21.8
Samoa,Colorectal cancer,25.3,20.8
Yemen,Colorectal cancer,9.1,5.1
Zambia,Colorectal cancer,5.1,2.3
"Micronesia, Fed. Sts.",Colorectal cancer,16.4,17.5
Afghanistan,Uterine cancer,5.0,2.5
Albania,Uterine cancer,9.7,16.1
Algeria,Uterine cancer,2.7,2.6
Angola,Uterine cancer,4.4,2.0
Azerbaijan,Uterine cancer,5.0,6.6
Argentina,Uterine cancer,8.6,11.4
Australia,Uterine cancer,14.6,25.6
Austria,Uterine cancer,9.7,21.0
Bahamas,Uterine cancer,20.9,28.2
Bahrain,Uterine cancer,8.2,7.2
Bangladesh,Uterine cancer,1.2,1.2
Armenia,Uterine cancer,14.4,23.5
Barbados,Uterine cancer,24.9,47.2
